LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CRI,FERTILITY,TOT,CHD_WOMAN,A,2015,1.81,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2016,1.79,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2017,1.77,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2018,1.75,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2019,1.74,
EU,FERTILITY,TOT,CHD_WOMAN,A,1990,1.78,
EU,FERTILITY,TOT,CHD_WOMAN,A,1991,1.73,
EU,FERTILITY,TOT,CHD_WOMAN,A,1992,1.7,
EU,FERTILITY,TOT,CHD_WOMAN,A,1993,1.62,
EU,FERTILITY,TOT,CHD_WOMAN,A,1994,1.56,
EU,FERTILITY,TOT,CHD_WOMAN,A,1995,1.51,
EU,FERTILITY,TOT,CHD_WOMAN,A,1996,1.5,
EU,FERTILITY,TOT,CHD_WOMAN,A,1997,1.48,
EU,FERTILITY,TOT,CHD_WOMAN,A,1998,1.45,
EU,FERTILITY,TOT,CHD_WOMAN,A,1999,1.45,
EU,FERTILITY,TOT,CHD_WOMAN,A,2000,1.47,
EU,FERTILITY,TOT,CHD_WOMAN,A,2001,1.44,
EU,FERTILITY,TOT,CHD_WOMAN,A,2002,1.43,
EU,FERTILITY,TOT,CHD_WOMAN,A,2003,1.45,
EU,FERTILITY,TOT,CHD_WOMAN,A,2004,1.47,
EU,FERTILITY,TOT,CHD_WOMAN,A,2005,1.48,
EU,FERTILITY,TOT,CHD_WOMAN,A,2006,1.51,
EU,FERTILITY,TOT,CHD_WOMAN,A,2007,1.53,
EU,FERTILITY,TOT,CHD_WOMAN,A,2008,1.59,
EU,FERTILITY,TOT,CHD_WOMAN,A,2009,1.59,
EU,FERTILITY,TOT,CHD_WOMAN,A,2010,1.58,
EU,FERTILITY,TOT,CHD_WOMAN,A,2011,1.54,
EU,FERTILITY,TOT,CHD_WOMAN,A,2012,1.54,
EU,FERTILITY,TOT,CHD_WOMAN,A,2013,1.51,
EU,FERTILITY,TOT,CHD_WOMAN,A,2014,1.53,
EU,FERTILITY,TOT,CHD_WOMAN,A,2015,1.54,
EU,FERTILITY,TOT,CHD_WOMAN,A,2016,1.56,
EU,FERTILITY,TOT,CHD_WOMAN,A,2017,1.54,
EU,FERTILITY,TOT,CHD_WOMAN,A,2018,1.53,
